   60.0000000000   97.5000000000   37.5000000000
   60.0000000000  120.0000000000   75.0000000000
   60.0000000000  120.0000000000   75.0000000000
   60.0000000000  142.5000000000   37.5000000000

   60.0000000000   97.5000000000   37.5000000000
   60.0000000000  120.0000000000   75.0000000000
   60.0000000000  120.0000000000   75.0000000000
   60.0000000000  142.5000000000   37.5000000000

   60.0000000000   97.5000000000   37.5000000000
   70.0000000000   97.5000000000    0.0000000000
   70.0000000000  142.5000000000    0.0000000000
   60.0000000000  142.5000000000   37.5000000000

   60.0000000000   97.5000000000   37.5000000000
   50.0000000000   97.5000000000    0.0000000000
   50.0000000000  142.5000000000    0.0000000000
   60.0000000000  142.5000000000   37.5000000000

   60.0000000000   97.5000000000   37.5000000000
   60.0000000000  120.0000000000   75.0000000000
   60.0000000000  120.0000000000   75.0000000000
   60.0000000000  142.5000000000   37.5000000000

